Title,Category,Link,Date,Author,Description,Polarity
Coinbase selloff after trading debut spills into bitcoin rally ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/coinbase-selloff-after-trading-debut-spills-into-bitcoin-rally/,15 Apr 2021 / ,"Yakob Peterseil, Bloomberg",Bitcoin pulled back from an all-time high as the biggest US crypto exchange tumbled to close down 14%. ,Positive
Bitcoin touches $64 000 high ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-touches-64-000-high/,14 Apr 2021 / ,"Eric Lam and Yakob Peterseil, Bloomberg",As traders eye Coinbase listing. ,Neutral
Bitcoin rallies to all-time high as traders eye Coinbase listing ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-rallies-to-all-time-high-as-traders-eye-coinbase-listing/,13 Apr 2021 / ,"Eric Lam and Yakob Peterseil, Bloomberg","The token rose as much as 4.3% to $62 531, exceeding the previous peak in March. ",Positive
Bitcoin nears record before largest US crypto exchange listing ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-nears-record-before-largest-us-crypto-exchange-listing/,12 Apr 2021 / ,"Joanna Ossinger, Bloomberg",The token rose as much as 2.6% to $61 229. ,Positive
Crypto lobby forms to shake reputation as criminals’ currency ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-lobby-forms-to-shake-reputation-as-criminals-currency/,11 Apr 2021 / ,"Joe Light, Bloomberg",Posing a challenge to the nascent industry as it seeks to win wider respect. ,Positive
Anatomy of a bitcoin scam that’s hit at least four South Africans ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/anatomy-of-a-bitcoin-scam-thats-hit-at-least-four-south-africans/,6 Apr 2021 / ,Ciaran Ryan,"TJ Naidoo of Durban got pulled into a bitcoin scam on Facebook. It started small, then quickly spiralled out of control. ",Positive
A 33-year-old fuelling crypto boom is worrying Thai regulators ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/a-33-year-old-fuelling-crypto-boom-is-worrying-thai-regulators/,5 Apr 2021 / ,"Anuchit Nguyen, Bloomberg ",As price of cryptocurrencies continues to rise.  ,Neutral
MTI liquidators recover R1.1bn in bitcoin ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/mti-liquidators-recover-r1-1-billion-in-bitcoin/,1 Apr 2021 / ,Ciaran Ryan,With a 'high likelihood' of recovering more. ,Positive
Goldman close to offering bitcoin to wealth management clients ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/goldman-close-to-offering-bitcoin-to-wealth-management-clients/,1 Apr 2021 / ,"Daniel Taub and Charlie Wells, Reuters",As the crypto's rally over the past few months has intrigued wealthy investors in a new way. ,Positive
PayPal launches crypto checkout service ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/paypal-launches-crypto-checkout-service/,31 Mar 2021 / ,Anna Irrera,A move that could significantly boost use of digital assets in everyday commerce. ,Positive
"Britain will focus crypto rules on stablecoins, minister says ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/britain-will-focus-crypto-rules-on-stablecoins-minister-says/,31 Mar 2021 / ,"Huw Jones and Tom Wilson, Reuters",Rather than the broader cryptocurrency market. ,Neutral
Bitcoin slips in another sign that retail trader mania is fading ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-slips-in-another-sign-that-retail-trader-mania-is-fading/,25 Mar 2021 / ,"Eric Lam, Bloomberg",The token is mired in its longest losing streak since December. ,Neutral
"Tesla starts accepting bitcoin as payment for cars, Musk says ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/tesla-starts-accepting-bitcoin-as-payment-for-cars-musk-says/,24 Mar 2021 / ,Bloomberg News ,And that paying by bitcoin will also be available to customers outside the US later this year. ,Positive
Bitcoin’s next big move ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoins-next-big-move/,23 Mar 2021 / ,Ciaran Ryan,From store of value to global payments system – Citibank. ,Neutral
SA firms start investing their cash in bitcoin ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/sa-firms-start-investing-their-cash-in-bitcoin/,18 Mar 2021 / ,Duncan McLeod,Industry players expect the trend to accelerate — and quickly. ,Positive
Wall street steps up crypto ETF push ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/wall-street-steps-up-crypto-etf-push/,17 Mar 2021 / ,"Claire Ballentine and Olivia Raimonde, Bloomberg",As SEC verdict unknown. ,Negative
Bitcoin losses accelerate after weekend rally to record high ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-losses-accelerate-after-weekend-rally-to-record-high/,16 Mar 2021 / ,"Eric Lam, Bloomberg ",Retreats below its 10-day moving average. ,Negative
Bitcoin extends drop after weekend rally to record above $61 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-extends-drop-after-weekend-rally-to-record-above-61-000/,15 Mar 2021 / ,"Joanna Ossinger, Bloomberg","The largest cryptocurrency was trading at $55 326 as of 9:51 a.m. in London, after topping out at $61 742 on Saturday. ",Neutral
Bitcoin dips from record after scaling $61 000 aided by stimulus ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-dips-from-record-after-scaling-61-000-aided-by-stimulus/,15 Mar 2021 / ,"Joanna Ossinger, Bloomberg ","The cryptocurrency keeps scaling new highs, leaving crypto skeptics agog. ",Positive
Bitcoin approaches record high as risk-on rally accelerates ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-approaches-record-high-as-risk-on-rally-accelerates/,12 Mar 2021 / ,"Joanna Ossinger and Eric Lam, Bloomberg",World's largest crypto bounces back. ,Neutral
Bitcoin breaks through $55 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-breaks-through-55-000/,10 Mar 2021 / ,"Loni Prinsloo and Roxanne Henderson, Bloomberg",As risk appetite revives. ,Neutral
Crypto havens lure firms fleeing regulator angst in SA ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-havens-lure-firms-fleeing-regulator-angst-in-sa/,9 Mar 2021 / ,Ciaran Ryan,"SA authorities “have been incredibly slow in terms of regulation in the industry and that leads to businesses looking internationally,” Revix CEO Sean Sanders said. ",Negative
How bitcoin’s price could be unsettled by Tether ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/how-bitcoins-price-could-be-unsettled-by-tether/,9 Mar 2021 / ,"Matthew Leising, Bloomberg","Tether accounts for more than half of all bitcoin trading. It claims to be fully backed 1:1 by the US dollar, but there is no independent audit to verify this. ",Positive
Crypto coin outperforming bitcoin is about to see supply reduced ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-coin-outperforming-bitcoin-is-about-to-see-supply-reduced/,8 Mar 2021 / ,"Devon Pendleton, Bloomberg",Second-largest cryptocurrency has surged in past year. ,Negative
Elon Musk loses $27bn ,Bitcoin ,https://www.moneyweb.co.za/news/international/elon-musk-loses-27bn/,6 Mar 2021 / ,"Sunil Jagtiani, Bloomberg",As historic wealth gains unravel. ,Neutral
Bitcoin dips as rising yields prompt rethink of popular trades ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-dips-as-rising-yields-prompt-rethink-of-popular-trades/,5 Mar 2021 / ,Ciaran Ryan,The largest cryptocurrency shed as much as 3.4% on Friday. ,Positive
Why some companies are switching their cash into bitcoin ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/why-some-companies-are-switching-their-cash-into-bitcoin/,4 Mar 2021 / ,"Eric Lam and Joanna Ossinger, Bloomberg",MicroStrategy CEO Michael Saylor recently held a conference to explain why he has moved his company’s cash into bitcoin. ,Neutral
Bitcoin rebounds after being ruffled by SEC confirmation hearing ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-rebounds-after-being-ruffled-by-sec-confirmation-hearing/,3 Mar 2021 / ,Ciaran Ryan,The token climbed as much as 4% on Wednesday. ,Positive
How to invest in stocks exposed to bitcoin ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/how-to-invest-in-stocks-exposed-to-bitcoin/,2 Mar 2021 / ,"Eric Lam, Bloomberg","Tesla, MicroStrategy and Square are three companies offering indirect exposure to bitcoin, but there are others. ",Neutral
Elon Musk loses $15bn in a day ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/elon-musk-loses-15bn-in-a-day/,23 Feb 2021 / ,"Devon Pendleton, Bloomberg",After bitcoin warning. ,Neutral
"As cryptos shoot for the stars, consider rand cost averaging ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/as-cryptos-shoot-for-the-stars-consider-rand-cost-averaging/,23 Feb 2021 / ,Ciaran Ryan,Investing a regular amount in crypto each month is a proven way to grow your account over time. ,Neutral
Crypto-craze icon Long Blockchain has shares delisted by SEC ,Bitcoin  ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/crypto-craze-icon-long-blockchain-has-shares-delisted-by-sec/,23 Feb 2021 / ,"Matt Robinson, Bloomberg",After failing to file financial reports for years. ,Neutral
Bitcoin tumbles after Musk hints that prices are excessive ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-tumbles-after-musk-hints-that-prices-are-excessive/,22 Feb 2021 / ,"Anchalee Worrachate, Bloomberg",Bitcoin plunged more than 16% and back below $50 000 in New York. ,Positive
Bitcoin isn’t getting greener ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-isnt-getting-greener/,20 Feb 2021 / ,Peter Howson,Four environmental myths about cryptocurrency debunked. ,Neutral
Bitcoin nears $1trn value as crypto jump tops other assets ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-nears-1trn-value-as-crypto-jump-tops-other-assets/,19 Feb 2021 / ,"Eric Lam, Bloomberg",Bitcoin traded at around $51 300 as of 1:30 p.m. on Friday in Hong Kong. ,Neutral
Musk defends Tesla bitcoin move ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/musk-defends-tesla-bitcoin-move/,19 Feb 2021 / ,"Zheping Huang, Shery Ahn and Haidi Lun, Bloomberg",Says token less dumb than cash. ,Negative
Bitcoin keeps hitting new highs ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-keeps-hitting-new-highs/,18 Feb 2021 / ,"Eric Lam, Bloomberg",As crypto mania accelerates. ,Neutral
Bitcoin scales $51 000 for the first time ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-scales-51-000-for-the-first-time/,17 Feb 2021 / ,"Eric Lam, Bloomberg",Amid crypto fever. ,Neutral
Bitcoin jumps to $50 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-jumps-to-50-000/,16 Feb 2021 / ,"Olivia Raimonde, Bloomberg",As record-breaking rally accelerates. ,Neutral
Bitcoin extends its rally to an all-time high close to $50 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-extends-its-rally-to-an-all-time-high-close-to-50-000/,16 Feb 2021 / ,"Joanna Ossinger and Eric Lam, Bloomberg",Bitcoin’s ascent has been buoyed by the widening adoption of the cryptocurrency. ,Neutral
Why smaller cryptos are crushing bitcoin ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/why-smaller-cryptos-are-crushing-bitcoin/,16 Feb 2021 / ,Ciaran Ryan,"A battle for the future of the world’s financial system is raging – and Ethereum, Cardano and Polkadot are in the ring. ",Neutral
MTI was by far 2020’s biggest investment scam – Chainalysis ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/mti-was-by-far-2020s-biggest-investment-scam-chainalysis/,16 Feb 2021 / ,Ciaran Ryan,Helped itself to R8.6bn worth of bitcoin belonging to its 'investors'. ,Positive
Elon Musk says he’ll support sales by top Dogecoin holders ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/elon-musk-says-hell-support-sales-by-top-dogecoin-holders/,15 Feb 2021 / ,"Yueqi Yang, Bloomberg",Too much concentration of the coins among its major holders. ,Positive
Bitcoin’s epic run is winning more attention on Wall Street ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-epic-run-is-winning-more-attention-on-wall-street/,15 Feb 2021 / ,"Lynn Thomasson and Joanna Ossinger, Bloomberg",With the cryptocurrency closing in on $50 000 for the first time before falling back. ,Positive
Bitcoin crashes through R700 000 – cheap at the price? ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-crashes-through-r700-000-cheap-at-the-price/,12 Feb 2021 / ,Ciaran Ryan,"Does this mean the ship has sailed? Definitely not, according to this sample of experts. ",Negative
A brief history of Elon Musk’s devotion to the crypto cause ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/a-brief-history-of-elon-musks-devotion-to-the-crypto-cause/,9 Feb 2021 / ,"Kristine Servando, Bloomberg","Bitcoin surged to a record on Tuesday above $48,000 after Tesla announced a $1.5 billion investment. ",Neutral
Bitcoin tops $48 000 for the first time after Tesla’s purchase ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-tops-47-000-for-first-time-after-tesla-purchase/,9 Feb 2021 / ,"Joanna Ossinger and Eric Lam, Bloomberg","The token rose as much as 7.9% to almost $48,216 before paring some of the gains. ",Positive
Bitcoin surges to almost $45 000 after Tesla discloses purchase ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-surges-above-42-000-after-tesla-discloses-investment/,8 Feb 2021 / ,"Lynn Thomasson and Eric Lam, Bloomberg","Tesla made the announcement as part of an update to its investment policy, according to a filing. ",Neutral
Bitcoin finds new momentum with prices approaching $40 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-finds-new-momentum-with-prices-approaching-40-000/,8 Feb 2021 / ,"Lynn Thomasson and Eric Lam, Bloomberg",As investors grow increasingly confident in reflation and fresh US stimulus. ,Positive
Dogecoin soars to new record as Musk fires off new tweet ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/dogecoin-soars-to-new-record-as-musk-fires-off-new-tweet/,8 Feb 2021 / ,"Yueqi Yang, Bloomberg",'Who let the Doge out' ,Neutral
Bitcoin rally takes crypto market value to new record ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-rally-takes-crypto-market-value-to-new-record/,6 Feb 2021 / ,"Eric Lam, Bloomberg",Elon Musk has shown his support. ,Neutral
Musk helps crypto market value climb to record in volatile week ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/musk-helps-crypto-market-value-climb-to-record-in-volatile-week/,5 Feb 2021 / ,"Eric Lam, Bloomberg","Bitcoin, the largest cryptocurrency, is up 15% this week, while Ether has risen 26%. ",Neutral
Cryptocurrency hedge fund founder admits to massive fraud ,Bitcoin ,https://www.moneyweb.co.za/news-fast-news/cryptocurrency-hedge-fund-founder-admits-to-massive-fraud/,5 Feb 2021 / ,"Joel Rosenblatt, Bloomberg ",Stefan He Qin charged with duping investors. ,Neutral
 Is bitcoin headed for a GameStop-type short squeeze? ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/is-bitcoin-headed-for-a-gamestop-type-short-squeeze/,5 Feb 2021 / ,Ciaran Ryan,"Demand from retail and institutional investors has created a supply shortage, which could mean trouble for those shorting bitcoin. ",Negative
Goldman Sachs’s Rahmani strikes warning over bitcoin value ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/goldman-sachss-rahmani-strikes-warning-over-bitcoin-value/,4 Feb 2021 / ,Bloomberg News ,But says blockchain is 'here to stay'. ,Neutral
Futures debut to test Ether’s Bitcoin-beating 710% run to record ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/futures-debut-to-test-ethers-bitcoin-beating-710-run-to-record/,3 Feb 2021 / ,"Eric Lam, Bloomberg",Ether so far is unruffled. ,Positive
Is bitcoin the new gold? ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/is-bitcoin-the-new-gold/,2 Feb 2021 / ,Wiehann Olivier,Could the famous new ‘currency’ replace the world’s most traded material? ,Positive
"Musk says he’s a Bitcoin ‘supporter,’ buffeting price again ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/musk-says-hes-a-bitcoin-supporter-buffeting-price-again/,1 Feb 2021 / ,"Eric Lam, Bloomberg",Bitcoin has shed about $8 000 since reaching an all-time high of almost $42 000 in early January. ,Positive
Crypto’s young believers stoke a craze for bitcoin penny stocks ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/cryptos-young-believers-stoke-a-craze-for-bitcoin-penny-stocks/,31 Jan 2021 / ,"Suzannah Cavanaugh, Bloomberg",Here’s a look at some of the most popular bitcoin-related stocks.  ,Positive
"‘Bitcoin ‘might break down altogether,’ BIS head Carstens warns ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-might-break-down-altogether-bis-head-carstens-warns/,28 Jan 2021 / ,"Catherine Bosley, Bloomberg",Bitcoin surged 300% in 2020. ,Neutral
FSCA cracks down on Bitcoin after alleged Ponzi scheme ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/sa-cracks-down-on-bitcoin-after-alleged-ponzi-scheme/,27 Jan 2021 / ,"Roxanne Henderson, Bloomberg",The authority is making proposals to regulate trading in cryptocurrencies. ,Neutral
Profile of an MTI investor left destitute ,Bitcoin ,https://www.moneyweb.co.za/in-depth/investigations/profile-of-an-mti-investor-left-destitute/,27 Jan 2021 / ,Ciaran Ryan,Domestic worker ploughed her life savings of R25 000 into MTI and failed to withdraw her money before the company collapsed in December. ,Negative
Bitcoin seen topping $50 000 long term as it vies with gold ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-seen-topping-50-000-long-term-as-it-vies-with-gold/,26 Jan 2021 / ,"Eric Lam and Gregor Stuart Hunter,  Bloomberg",World's largest crypto is up 9% so far in 2021. ,Positive
Bitcoin return to $40 000 in doubt as Grayscale Fund flows slow ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-return-to-40-000-in-doubt-as-grayscale-fund-flows-slow/,25 Jan 2021 / ,"Eric Lam, Bloomberg ",Although the digital coin is still sitting on a gain of some 260% over the past year. ,Negative
Bitcoin’s volatile week rattles faith in crypto resurgence ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-worst-week-since-march-rattles-faith-in-crypto-boom/,22 Jan 2021 / ,"Eric Lam, Bloomberg","Prices for the digital asset tumbled about 12% this week, marking the steepest decline since September. ",Neutral
"Bitcoin losses gather pace, with prices nearing three-week low ",Bitcoin ,https://www.moneyweb.co.za/news-fast-news/bitcoin-losses-gather-pace-with-prices-nearing-three-week-low/,22 Jan 2021 / ,"Anchalee Worrachate and Eric Lam, Bloomberg","Largest crypto falters, sliding below 10-day moving average. ",Negative
Bitcoin slides below $35 000 as crypto mania loses momentum ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-slides-below-35-000-as-crypto-mania-loses-momentum/,21 Jan 2021 / ,"Lynn Thomasson, Bloomberg ",Is the Bitcoin fever starting to break? ,Neutral
MTI profiteers could be asked to pay back the money ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/mti-profiteers-could-be-asked-to-pay-back-the-money/,19 Jan 2021 / ,Ciaran Ryan,Criminal case opened. Liquidators will have to track down thousands of investors using nothing more than emails. ,Negative
Bitcoin’s turbulence helps kindle rally in largest rival ether ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoins-turbulence-helps-kindle-rally-in-largest-rival-ether/,19 Jan 2021 / ,"Eric Lam, Bloomberg",Whose gain this year has outstripped the performance of its bigger rival. ,Neutral
"Bitcoin retreats from $40,000 level strategists view as key ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-retreats-from-40000-level-strategists-view-as-key/,18 Jan 2021 / ,"Joanna Ossinger, Bloomberg",A decline that could portend more losses based on the latest analysis from strategists at JPMorgan Chase & Co. ,Positive
Bitcoin retreats from $40 000 level strategists view as key ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-retreats-from-40-000-level-strategists-view-as-key/,18 Jan 2021 / ,"Joanna Ossinger, Bloomberg ",Crypto could be heading back below its 50-day moving average. ,Negative
Bitcoin ends a choppy week of trading ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-ends-a-choppy-week-of-trading/,15 Jan 2021 / ,"Anchalee Worrachate, Bloomberg",With prices below $40 000. ,Neutral
[TOP STORY] How we view money ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-podcasts/moneyweb-now/top-story-how-we-view-money/,15 Jan 2021 / ,Simon Brown,"Mohammed Nalla, founder and strategist of moe-knows.com, on whether bitcoin is the glass bead or seashell of our time. ",Neutral
Bitcoin claws back most of losses from this week’s swift plunge ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-claws-back-most-of-losses-from-this-weeks-swift-plunge/,15 Jan 2021 / ,"Olivia Raimonde and Vildana Hajric, Bloomberg",Crypto currency battles back. ,Neutral
Finalmente Global placed in final liquidation as MTI dominoes start falling ,Bitcoin ,https://www.moneyweb.co.za/in-depth/investigations/finalmente-global-placed-in-final-liquidation-as-mti-dominoes-start-falling/,14 Jan 2021 / ,Ciaran Ryan,Pretoria High Court skips the provisional step and jumps straight to final liquidation for the first MTI-linked organisation to fall. More are expected. ,Positive
Bitcoin extends tumble in further blow to volatile crypto boom ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-extends-tumble-in-further-blow-to-volatile-crypto-boom/,13 Jan 2021 / ,Bloomberg News ,Digital asset's worst week since March hurts crypto rally. ,Negative
MTI: Provisional liquidators appointed ,Bitcoin ,https://www.moneyweb.co.za/in-depth/investigations/mti-provisional-liquidators-appointed/,13 Jan 2021 / ,Ciaran Ryan,Have until March 1 to prepare a report before final liquidation order can be granted. ,Neutral
Bitcoin leaves everyone in dark on true worth ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-leaves-everyone-in-dark-on-true-worth/,12 Jan 2021 / ,"Eric Lam, Bloomberg",After snapping slide. ,Neutral
UK regulator warns crypto investors risk losing ‘all their money’ ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/uk-regulator-warns-crypto-investors-risk-losing-all-their-money/,11 Jan 2021 / ,"Tom Metcalf, Bloomberg","Concerns include price volatility, product complexity and the lack of consumer protection regulation. ",Neutral
Two-day bitcoin plunge shakes faith in cryptocurrency boom ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/two-day-bitcoin-plunge-shakes-faith-in-cryptocurrency-boom/,11 Jan 2021 / ,"Eric Lam, Bloomberg",Rival assets also slump. ,Neutral
Why Bitcoin’s price is at an all-time high ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/why-bitcoins-price-at-an-all-time-high/,8 Jan 2021 / ,"Jason Potts, RMIT University and Kelsie Nabben, RMIT University",And how its value is determined. ,Neutral
Bitcoin surges to $40 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-surges-to-40-000/,7 Jan 2021 / ,"Olga Kharif, Bloomberg",Doubles in less than a month. ,Negative
Bitcoin tops $35 000 for fresh record ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-tops-35-000-for-fresh-record/,6 Jan 2021 / ,"Dave Liedtka and Eric Lam, Bloomberg",As wild swings resume. ,Positive
"After bitcoin’s explosive rally in 2020, what will 2021 bring? ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/after-bitcoins-explosive-rally-in-2020-what-will-2021-bring/,6 Jan 2021 / ,Tim Fries,Fiat inflation is driving it higher – that much we know for sure. ,Positive
JPMorgan: Bitcoin could surge to $146 000 long term ,Bitcoin  ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/jpmorgan-bitcoin-could-surge-to-146-000-long-term/,5 Jan 2021 / ,"Joanna Ossinger, Bloomberg",'A crowding out of gold as an ‘alternative’ currency implies big upside for Bitcoin over the long term' - strategists. ,Negative
Bitcoin falls most since March ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-falls-most-since-march/,4 Jan 2021 / ,"Joanna Ossinger, Bloomberg",As volatility grips trading. ,Neutral
Bitcoin mania reaches new heights ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-mania-reaches-new-heights/,4 Jan 2021 / ,"Joanna Ossinger, Bloomberg",As prices go parabolic. ,Neutral
Goldman says Bitcoin’s rising popularity doesn’t endanger gold ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/goldman-says-bitcoins-rising-popularity-doesnt-endanger-gold/,18 Dec 2020 / ,"Ranjeetha Pakiam, Bloomberg",Gold and Bitcoin can coexist. ,Neutral
Bitcoin tops $22 000 and strategists say rally has further to go ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-tops-22-000-and-strategists-say-rally-has-further-to-go/,17 Dec 2020 / ,"Joanna Ossinger, Bloomberg ",The digital coin jumps as much as 4.6% to about $22 173 on Thursday. ,Positive
169-year-old MassMutual invests $100m in Bitcoin ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/169-year-old-massmutual-invests-100m-in-bitcoin/,11 Dec 2020 / ,"Olga Kharif, Bloomberg",The latest mainstream firm to dabble in digit assets. ,Positive
Why bitcoin’s 2020 surge is different from 2017 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/why-bitcoins-2020-surge-is-different-from-2017/,8 Dec 2020 / ,Moneyweb,Institutional backers have now jumped on board in numbers. ,Neutral
Fomo by big investors may support bitcoin’s polarising rally ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/fomo-by-big-investors-may-support-bitcoins-polarizing-rally/,7 Dec 2020 / ,"Joanna Ossinger, Bloomberg ",Bitcoin came close to $20 000 and has fuelled a climb in the BGCI crypto gauge. ,Neutral
"Bitcoin steadies after failing to reach the key $20,000 level ",Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-steadies-after-failing-to-reach-the-key-20000-level/,2 Dec 2020 / ,"Joanna Ossinger and Eric Lam, Bloomberg","'Bitcoin volatility will remain high and for now it seems that the $20,000 level will remain a major hurdle,' said Edward Moya ",Positive
Bitcoin drops from all-time high after failing to hit $20 000 ,Bitcoin ,https://www.moneyweb.co.za/moneyweb-crypto/bitcoin/bitcoin-drops-from-all-time-high-after-failing-to-hit-20-000/,2 Dec 2020 / ,"Todd White, Eric Lam and Claire Ballentine, Bloomberg ",Scepticism over rally continues. ,Neutral
